Station,SampleDate,SampleTime,TotalDepth,Depth,Parameter,MeasureValue,Unit,Latitude,Longitude
CB7.1,6/26/2018,10:54:00,18,14,SALINITY,19.17,PPT,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,15,SALINITY,19.25,PPT,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,16,SALINITY,19.48,PPT,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,17,SALINITY,19.55,PPT,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,2,SALINITY,16.69,PPT,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,3,SALINITY,16.7,PPT,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,4,SALINITY,16.73,PPT,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,5,SALINITY,16.86,PPT,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,6,SALINITY,17.93,PPT,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,7,SALINITY,18.42,PPT,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,8,SALINITY,18.5,PPT,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,9,SALINITY,18.9,PPT,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,10,SALINITY,19.03,PPT,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,11,SALINITY,19.07,PPT,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,12,SALINITY,19.09,PPT,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,12,WTEMP,25.118,DEG C,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,11,WTEMP,25.135,DEG C,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,10,WTEMP,25.156,DEG C,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,9,WTEMP,25.229,DEG C,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,8,WTEMP,25.433,DEG C,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,7,WTEMP,25.442,DEG C,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,6,WTEMP,25.617,DEG C,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,5,WTEMP,25.941,DEG C,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,4,WTEMP,25.976,DEG C,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,3,WTEMP,25.989,DEG C,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,2,WTEMP,26,DEG C,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,17,WTEMP,24.905,DEG C,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,16,WTEMP,24.938,DEG C,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,15,WTEMP,25.015,DEG C,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,14,WTEMP,25.061,DEG C,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,13,WTEMP,25.08,DEG C,37.68346,-75.98966
CB7.1,6/26/2018,10:54:00,18,1,WTEMP,25.971,DEG C,37.68346,-75.98966
CB7.1,7/10/2018,10:21:00,18,16,WTEMP,25.52,DEG C,37.68346,-75.98966
CB7.1,7/10/2018,10:21:00,18,1,WTEMP,26.292,DEG C,37.68346,-75.98966
CB7.1,7/10/2018,10:21:00,18,15,WTEMP,25.558,DEG C,37.68346,-75.98966
CB7.1,7/10/2018,10:21:00,18,14,WTEMP,25.581,DEG C,37.68346,-75.98966
CB7.1,7/10/2018,10:21:00,18,13,WTEMP,25.582,DEG C,37.68346,-75.98966
CB7.1,7/10/2018,10:21:00,18,12,WTEMP,25.613,DEG C,37.68346,-75.98966
CB7.1,7/10/2018,10:21:00,18,11,WTEMP,25.629,DEG C,37.68346,-75.98966
CB7.1,7/10/2018,10:21:00,18,10,WTEMP,25.691,DEG C,37.68346,-75.98966
CB7.1,7/10/2018,10:21:00,18,9,WTEMP,25.768,DEG C,37.68346,-75.98966
CB7.1,7/10/2018,10:21:00,18,8,WTEMP,25.787,DEG C,37.68346,-75.98966
CB7.1,7/10/2018,10:21:00,18,7,WTEMP,25.794,DEG C,37.68346,-75.98966
CB7.1,7/10/2018,10:21:00,18,6,WTEMP,25.834,DEG C,37.68346,-75.98966
CB7.1,7/10/2018,10:21:00,18,5,WTEMP,25.904,DEG C,37.68346,-75.98966
CB7.1,7/10/2018,10:21:00,18,4,WTEMP,26.023,DEG C,37.68346,-75.98966
CB7.1,7/10/2018,10:21:00,18,3,WTEMP,25.909,DEG C,37.68346,-75.98966
CB7.1,7/10/2018,10:21:00,18,2,WTEMP,25.936,DEG C,37.68346,-75.98966
CB7.1,7/10/2018,10:21:00,18,17,WTEMP,25.49,DEG C,37.68346,-75.98966
CB7.1,6/5/2018,11:52:00,18,16,WTEMP,21.476,DEG C,37.68346,-75.98966
CB7.1,6/5/2018,11:52:00,18,15,WTEMP,21.486,DEG C,37.68346,-75.98966
CB7.1,6/5/2018,11:52:00,18,14,WTEMP,21.64,DEG C,37.68346,-75.98966
CB7.1,6/5/2018,11:52:00,18,13,WTEMP,21.702,DEG C,37.68346,-75.98966
CB7.1,6/5/2018,11:52:00,18,12,WTEMP,21.731,DEG C,37.68346,-75.98966
CB7.1,6/5/2018,11:52:00,18,11,WTEMP,21.751,DEG C,37.68346,-75.98966
CB7.1,6/5/2018,11:52:00,18,10,WTEMP,21.761,DEG C,37.68346,-75.98966
CB7.1,6/5/2018,11:52:00,18,9,WTEMP,21.782,DEG C,37.68346,-75.98966
CB7.1,6/5/2018,11:52:00,18,8,WTEMP,21.822,DEG C,37.68346,-75.98966
CB7.1,6/5/2018,11:52:00,18,7,WTEMP,21.895,DEG C,37.68346,-75.98966
CB7.1,6/5/2018,11:52:00,18,6,WTEMP,22.331,DEG C,37.68346,-75.98966
CB7.1,6/5/2018,11:52:00,18,5,WTEMP,22.528,DEG C,37.68346,-75.98966
CB7.1,6/5/2018,11:52:00,18,4,WTEMP,23.062,DEG C,37.68346,-75.98966
CB7.1,6/5/2018,11:52:00,18,3,WTEMP,23.246,DEG C,37.68346,-75.98966
CB7.1,6/5/2018,11:52:00,18,2,WTEMP,23.286,DEG C,37.68346,-75.98966
CB7.1,6/5/2018,11:52:00,18,17,WTEMP,21.462,DEG C,37.68346,-75.98966
CB7.1,6/5/2018,11:52:00,18,1,WTEMP,24.008,DEG C,37.68346,-75.98966
CB7.1N,6/5/2018,15:02:00,21,20,SALINITY,19.46,PPT,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,2,SALINITY,14.26,PPT,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,3,SALINITY,14.8,PPT,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,4,SALINITY,14.82,PPT,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,5,SALINITY,14.97,PPT,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,6,SALINITY,15.11,PPT,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,7,SALINITY,15.4,PPT,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,8,SALINITY,16.56,PPT,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,9,SALINITY,17.39,PPT,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,10,SALINITY,17.74,PPT,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,11,SALINITY,17.82,PPT,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,12,SALINITY,17.89,PPT,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,13,SALINITY,17.97,PPT,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,14,SALINITY,18.07,PPT,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,15,SALINITY,18.16,PPT,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,1,SALINITY,14.05,PPT,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,16,SALINITY,18.25,PPT,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,17,SALINITY,18.67,PPT,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,18,SALINITY,19.02,PPT,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,19,SALINITY,19.37,PPT,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,28,SALINITY,17.65,PPT,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,2,SALINITY,15.48,PPT,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,3,SALINITY,15.96,PPT,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,4,SALINITY,16.03,PPT,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,5,SALINITY,16.1,PPT,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,6,SALINITY,16.12,PPT,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,7,SALINITY,16.13,PPT,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,8,SALINITY,16.23,PPT,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,22,SALINITY,16.31,PPT,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,2,SALINITY,14.59,PPT,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,3,SALINITY,14.94,PPT,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,4,SALINITY,15.04,PPT,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,5,SALINITY,15.84,PPT,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,6,SALINITY,15.9,PPT,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,7,SALINITY,15.91,PPT,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,8,SALINITY,15.93,PPT,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,9,SALINITY,16,PPT,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,10,SALINITY,16.02,PPT,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,11,SALINITY,16.02,PPT,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,12,SALINITY,16.02,PPT,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,13,SALINITY,16.03,PPT,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,14,SALINITY,16.04,PPT,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,15,SALINITY,16.05,PPT,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,16,SALINITY,16.05,PPT,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,17,SALINITY,16.07,PPT,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,18,SALINITY,16.11,PPT,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,19,SALINITY,16.15,PPT,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,20,SALINITY,16.23,PPT,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,1,SALINITY,14.34,PPT,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,21,SALINITY,16.25,PPT,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,25,SALINITY,17.62,PPT,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,26,SALINITY,17.62,PPT,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,27,SALINITY,17.63,PPT,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,1,SALINITY,15.42,PPT,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,9,SALINITY,16.3,PPT,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,10,SALINITY,16.32,PPT,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,11,SALINITY,16.36,PPT,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,12,SALINITY,16.41,PPT,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,13,SALINITY,16.42,PPT,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,14,SALINITY,16.46,PPT,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,15,SALINITY,16.64,PPT,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,16,SALINITY,16.77,PPT,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,17,SALINITY,17.15,PPT,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,18,SALINITY,17.44,PPT,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,19,SALINITY,17.48,PPT,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,20,SALINITY,17.52,PPT,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,21,SALINITY,17.51,PPT,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,22,SALINITY,17.58,PPT,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,23,SALINITY,17.6,PPT,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,24,SALINITY,17.61,PPT,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,24,WTEMP,25.201,DEG C,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,23,WTEMP,25.203,DEG C,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,22,WTEMP,25.209,DEG C,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,21,WTEMP,25.233,DEG C,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,20,WTEMP,25.23,DEG C,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,19,WTEMP,25.245,DEG C,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,18,WTEMP,25.257,DEG C,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,17,WTEMP,25.356,DEG C,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,16,WTEMP,25.462,DEG C,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,15,WTEMP,25.493,DEG C,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,14,WTEMP,25.553,DEG C,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,13,WTEMP,25.582,DEG C,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,12,WTEMP,25.588,DEG C,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,11,WTEMP,25.626,DEG C,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,10,WTEMP,25.662,DEG C,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,9,WTEMP,25.658,DEG C,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,1,WTEMP,25.87,DEG C,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,27,WTEMP,25.193,DEG C,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,26,WTEMP,25.197,DEG C,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,25,WTEMP,25.199,DEG C,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,21,WTEMP,26.019,DEG C,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,1,WTEMP,26.467,DEG C,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,20,WTEMP,26.021,DEG C,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,19,WTEMP,26.029,DEG C,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,18,WTEMP,26.033,DEG C,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,17,WTEMP,26.035,DEG C,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,16,WTEMP,26.033,DEG C,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,15,WTEMP,26.033,DEG C,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,14,WTEMP,26.028,DEG C,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,13,WTEMP,26.024,DEG C,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,12,WTEMP,26.018,DEG C,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,11,WTEMP,26.014,DEG C,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,10,WTEMP,26.009,DEG C,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,9,WTEMP,26.011,DEG C,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,8,WTEMP,26.016,DEG C,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,7,WTEMP,26.018,DEG C,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,6,WTEMP,26.024,DEG C,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,5,WTEMP,26.038,DEG C,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,4,WTEMP,25.681,DEG C,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,3,WTEMP,25.674,DEG C,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,2,WTEMP,25.571,DEG C,37.77513,-75.97466
CB7.1N,7/10/2018,13:26:00,23,22,WTEMP,26.014,DEG C,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,8,WTEMP,25.695,DEG C,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,7,WTEMP,25.729,DEG C,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,6,WTEMP,25.755,DEG C,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,5,WTEMP,25.765,DEG C,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,4,WTEMP,25.76,DEG C,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,3,WTEMP,25.832,DEG C,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,2,WTEMP,25.872,DEG C,37.77513,-75.97466
CB7.1N,6/26/2018,14:06:00,29,28,WTEMP,25.186,DEG C,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,19,WTEMP,21.725,DEG C,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,18,WTEMP,21.829,DEG C,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,17,WTEMP,21.921,DEG C,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,16,WTEMP,21.988,DEG C,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,1,WTEMP,23.369,DEG C,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,15,WTEMP,22.032,DEG C,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,14,WTEMP,22.079,DEG C,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,13,WTEMP,22.134,DEG C,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,12,WTEMP,22.195,DEG C,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,11,WTEMP,22.223,DEG C,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,10,WTEMP,22.247,DEG C,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,9,WTEMP,22.352,DEG C,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,8,WTEMP,22.612,DEG C,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,7,WTEMP,22.922,DEG C,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,6,WTEMP,22.918,DEG C,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,5,WTEMP,22.896,DEG C,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,4,WTEMP,22.872,DEG C,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,3,WTEMP,22.903,DEG C,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,2,WTEMP,23.208,DEG C,37.77513,-75.97466
CB7.1N,6/5/2018,15:02:00,21,20,WTEMP,21.702,DEG C,37.77513,-75.97466
CB7.1S,6/5/2018,11:03:00,16,15,SALINITY,23.37,PPT,37.58124,-76.05799
CB7.1S,6/5/2018,11:03:00,16,2,SALINITY,17.94,PPT,37.58124,-76.05799
CB7.1S,6/5/2018,11:03:00,16,3,SALINITY,17.97,PPT,37.58124,-76.05799
CB7.1S,6/5/2018,11:03:00,16,4,SALINITY,18.03,PPT,37.58124,-76.05799
CB7.1S,6/5/2018,11:03:00,16,5,SALINITY,18.06,PPT,37.58124,-76.05799
CB7.1S,6/5/2018,11:03:00,16,6,SALINITY,18.19,PPT,37.58124,-76.05799
CB7.1S,6/5/2018,11:03:00,16,7,SALINITY,18.41,PPT,37.58124,-76.05799
CB7.1S,6/5/2018,11:03:00,16,8,SALINITY,18.8,PPT,37.58124,-76.05799
CB7.1S,6/5/2018,11:03:00,16,9,SALINITY,20.66,PPT,37.58124,-76.05799
CB7.1S,6/5/2018,11:03:00,16,10,SALINITY,22.26,PPT,37.58124,-76.05799
CB7.1S,6/5/2018,11:03:00,16,11,SALINITY,22.86,PPT,37.58124,-76.05799
CB7.1S,6/5/2018,11:03:00,16,12,SALINITY,22.98,PPT,37.58124,-76.05799
CB7.1S,6/5/2018,11:03:00,16,13,SALINITY,23.16,PPT,37.58124,-76.05799
CB7.1S,6/5/2018,11:03:00,16,14,SALINITY,23.28,PPT,37.58124,-76.05799
CB7.1S,6/5/2018,11:03:00,16,1,SALINITY,17.91,PPT,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,1,SALINITY,15.06,PPT,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,13,SALINITY,21.3,PPT,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,14,SALINITY,21.3,PPT,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,9,SALINITY,20.69,PPT,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,10,SALINITY,20.77,PPT,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,11,SALINITY,21.07,PPT,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,12,SALINITY,21.26,PPT,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,15,SALINITY,21.3,PPT,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,2,SALINITY,15.1,PPT,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,3,SALINITY,15.13,PPT,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,4,SALINITY,15.19,PPT,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,5,SALINITY,15.87,PPT,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,6,SALINITY,18.91,PPT,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,7,SALINITY,20.08,PPT,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,8,SALINITY,20.39,PPT,37.58124,-76.05799
CB7.1S,7/10/2018,9:37:00,13,12,SALINITY,25.3,PPT,37.58124,-76.05799
CB7.1S,7/10/2018,9:37:00,13,2,SALINITY,17.48,PPT,37.58124,-76.05799
CB7.1S,7/10/2018,9:37:00,13,3,SALINITY,17.5,PPT,37.58124,-76.05799
CB7.1S,7/10/2018,9:37:00,13,4,SALINITY,17.51,PPT,37.58124,-76.05799
CB7.1S,7/10/2018,9:37:00,13,5,SALINITY,17.52,PPT,37.58124,-76.05799
CB7.1S,7/10/2018,9:37:00,13,6,SALINITY,17.83,PPT,37.58124,-76.05799
CB7.1S,7/10/2018,9:37:00,13,7,SALINITY,18.98,PPT,37.58124,-76.05799
CB7.1S,7/10/2018,9:37:00,13,8,SALINITY,20.85,PPT,37.58124,-76.05799
CB7.1S,7/10/2018,9:37:00,13,9,SALINITY,21.75,PPT,37.58124,-76.05799
CB7.1S,7/10/2018,9:37:00,13,10,SALINITY,23.29,PPT,37.58124,-76.05799
CB7.1S,7/10/2018,9:37:00,13,1,SALINITY,17.5,PPT,37.58124,-76.05799
CB7.1S,7/10/2018,9:37:00,13,11,SALINITY,25,PPT,37.58124,-76.05799
CB7.1S,7/10/2018,9:37:00,13,11,WTEMP,24.225,DEG C,37.58124,-76.05799
CB7.1S,7/10/2018,9:37:00,13,1,WTEMP,25.654,DEG C,37.58124,-76.05799
CB7.1S,7/10/2018,9:37:00,13,10,WTEMP,24.907,DEG C,37.58124,-76.05799
CB7.1S,7/10/2018,9:37:00,13,9,WTEMP,25.239,DEG C,37.58124,-76.05799
CB7.1S,7/10/2018,9:37:00,13,8,WTEMP,25.559,DEG C,37.58124,-76.05799
CB7.1S,7/10/2018,9:37:00,13,7,WTEMP,25.711,DEG C,37.58124,-76.05799
CB7.1S,7/10/2018,9:37:00,13,6,WTEMP,25.652,DEG C,37.58124,-76.05799
CB7.1S,7/10/2018,9:37:00,13,5,WTEMP,25.539,DEG C,37.58124,-76.05799
CB7.1S,7/10/2018,9:37:00,13,4,WTEMP,25.601,DEG C,37.58124,-76.05799
CB7.1S,7/10/2018,9:37:00,13,3,WTEMP,25.626,DEG C,37.58124,-76.05799
CB7.1S,7/10/2018,9:37:00,13,2,WTEMP,25.723,DEG C,37.58124,-76.05799
CB7.1S,7/10/2018,9:37:00,13,12,WTEMP,24.131,DEG C,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,8,WTEMP,25.126,DEG C,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,7,WTEMP,25.163,DEG C,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,6,WTEMP,25.41,DEG C,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,5,WTEMP,25.983,DEG C,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,4,WTEMP,25.912,DEG C,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,3,WTEMP,25.904,DEG C,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,2,WTEMP,25.902,DEG C,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,15,WTEMP,25.034,DEG C,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,12,WTEMP,25.035,DEG C,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,11,WTEMP,25.054,DEG C,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,10,WTEMP,25.084,DEG C,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,9,WTEMP,25.094,DEG C,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,14,WTEMP,25.033,DEG C,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,13,WTEMP,25.032,DEG C,37.58124,-76.05799
CB7.1S,6/26/2018,10:05:00,16,1,WTEMP,25.887,DEG C,37.58124,-76.05799
CB7.1S,6/5/2018,11:03:00,16,1,WTEMP,23.293,DEG C,37.58124,-76.05799
CB7.1S,6/5/2018,11:03:00,16,14,WTEMP,21.722,DEG C,37.58124,-76.05799
CB7.1S,6/5/2018,11:03:00,16,13,WTEMP,21.75,DEG C,37.58124,-76.05799
CB7.1S,6/5/2018,11:03:00,16,12,WTEMP,21.791,DEG C,37.58124,-76.05799
CB7.1S,6/5/2018,11:03:00,16,11,WTEMP,21.813,DEG C,37.58124,-76.05799
CB7.1S,6/5/2018,11:03:00,16,10,WTEMP,21.933,DEG C,37.58124,-76.05799
CB7.1S,6/5/2018,11:03:00,16,9,WTEMP,22.473,DEG C,37.58124,-76.05799
